,FILE_ID,Description,SCHK_Block_count,Agg_SubSystem_count,Hierarchy_depth,LibraryLinked_Count,total_ConnH_cnt,clean_description,clean_description_tokens,combined_clusters
131,126322797,"This project is fork of TrueTime library, a framework for real-time simulation of networked control systems in MATLAB/Simulink.",847,135,3,84,867,project fork truetime framework real time network control,"['project', 'fork', 'truetime', 'framework', 'real', 'time', 'network', 'control']",2
132,126331951,Matlab / Simulink Robot struct command modelisation,228,0,1,0,288,robot struct command modelisation,"['robot', 'struct', 'command', 'modelisation']",2
133,126338636,Arduino library and MATLAB/Simulink API for the AutomationShield Arduino expansion boards for control engineering education.,56,14,2,12,58,arduino api arduino expansion board control engineering education,"['arduino', 'api', 'arduino', 'expansion', 'board', 'control', 'engineering', 'education']",2
134,126658302,Full system simulation of the Hyperloop pod using Simulink for control system design and Simscape Multibody for CAD import of files.,63,2,2,1,69,full hyperloop pod control design simscape multibody cad import file,"['full', 'hyperloop', 'pod', 'control', 'design', 'simscape', 'multibody', 'cad', 'import', 'file']",2
135,128968036,"Wind Turbine Dynamics (WTD) Library features a group of Simulink blocks for simulation of dynamic response of generic models of Wind Turbine Generators (WTG) on power system disturbances, which includes the General Electric (GE) Doubly Fed Induction Generator (DFIG) model. The WTD Library features a set of Simulink blocks that models GE DFIG as well as conventional steam and hydro generating units that are connected to a transmission grid. The Library also includes a set of Matlab m and S functions which are used for power flow calculation and initialization of state variables of the models of GE DFIG and conventional steam and hydro generating units. The WTD library is an open source simulation tool primarily aimed for educational/research purpose since it enables incorporation of user-defined Simulink models. The Library is especially suitable for development and testing of new algorithms for the control of WTG, like virtual inertia and primary frequency control algorithms.",116,38,1,38,149,wind turbine dynamic wtd feature group block dynamic response generic wind turbine generator wtg power disturbance include general electric doubly feed induction generator dfig wtd feature set block dfig well conventional steam hydro generate unit connect transmission grid also include set function power flow calculation initialization state variable dfig conventional steam hydro generate unit wtd open source tool primarily aim educational research purpose since enables incorporation user define especially suitable development test new algorithm control wtg like virtual inertia primary frequency control algorithm,"['wind', 'turbine', 'dynamic', 'wtd', 'feature', 'group', 'block', 'dynamic', 'response', 'generic', 'wind', 'turbine', 'generator', 'wtg', 'power', 'disturbance', 'include', 'general', 'electric', 'doubly', 'feed', 'induction', 'generator', 'dfig', 'wtd', 'feature', 'set', 'block', 'dfig', 'well', 'conventional', 'steam', 'hydro', 'generate', 'unit', 'connect', 'transmission', 'grid', 'also', 'include', 'set', 'function', 'power', 'flow', 'calculation', 'initialization', 'state', 'variable', 'dfig', 'conventional', 'steam', 'hydro', 'generate', 'unit', 'wtd', 'open', 'source', 'tool', 'primarily', 'aim', 'educational', 'research', 'purpose', 'since', 'enables', 'incorporation', 'user', 'define', 'especially', 'suitable', 'development', 'test', 'new', 'algorithm', 'control', 'wtg', 'like', 'virtual', 'inertia', 'primary', 'frequency', 'control', 'algorithm']",2
136,131013421,Интерфейс обмена данными между Simulink Desktop Real-Time и внешними SCADA-системами по протоколу МЭК 60870-5-104,147,7,3,0,156,интерфейс desktop real time scada мэк,"['интерфейс', 'desktop', 'real', 'time', 'scada', 'мэк']",2
137,132039231,"Source codes and models for manuscript “Simulink Model for PWM-Supplied Laminated Magnetic Cores Including Hysteresis, Eddy-Current and Excess Losses”",146,4,3,0,180,source code manuscript pwm supply laminated magnetic core include hysteresis eddy current excess loss,"['source', 'code', 'manuscript', 'pwm', 'supply', 'laminated', 'magnetic', 'core', 'include', 'hysteresis', 'eddy', 'current', 'excess', 'loss']",2
138,132380784,The UIO is reviewed in a PDF file and Simulink examples from control theory are given.,161,10,3,0,202,uio review pdf file example control theory give,"['uio', 'review', 'pdf', 'file', 'example', 'control', 'theory', 'give']",2
139,133649527,This Simulink library/Add-On provides an OBD2 block for basic vehicle diagnostics.,248,0,1,8,308,add provide obd block basic vehicle diagnostics,"['add', 'provide', 'obd', 'block', 'basic', 'vehicle', 'diagnostics']",2
140,134269583,Projects done in MATLAB and Simulink,132,7,2,0,170,project,['project'],2
141,136474569,Didactic. Matlab-Simulink solve methods of ODE (Ordinary differential equation).,17,0,1,0,24,didactic solve method ode ordinary differential equation,"['didactic', 'solve', 'method', 'ode', 'ordinary', 'differential', 'equation']",2
142,136474996,"Didactic. Create a GUI to optimaze simulinks simulations: multiple variable change, multiple scopes, etc.",53,0,1,0,50,didactic create gui optimaze multiple variable change multiple scope etc,"['didactic', 'create', 'gui', 'optimaze', 'multiple', 'variable', 'change', 'multiple', 'scope', 'etc']",2
143,137540377,Design of Fuzzy Logic + PID Controller for DC Motor using Matlab and Simulink,36,2,2,0,41,design fuzzy logic pid controller motor,"['design', 'fuzzy', 'logic', 'pid', 'controller', 'motor']",2
144,137583068,Matlab - Simulink codes that are related to my Ph.D. Thesis work,15418,483,10,2,12847,code related thesis work,"['code', 'related', 'thesis', 'work']",2
145,138221115,"The Thermal Systems Analysis Toolbox (TSAT) is a MATLAB/Simulink based tool for modeling and analysis of dynamic thermal systems involving heat transfer. It is best suited for 1-D and 2-D heat transfer involving solid planar and cylindrical structures, however, the toolset is more extensive than this. The tools enable consideration of conduction, convection, and radiation boundary conditions. Some advanced capabilities are provided when it comes to approximating conduction within non-isotropic materials, structures with material transitions, and structures with time-varying temperature dependent material properties. Numerous tools are available to facilitate the construction of modular models of thermal systems and their integration with larger system models.",591,79,2,63,596,thermal analysis toolbox tsat base tool analysis dynamic thermal involve heat transfer best suit heat transfer involve solid planar cylindrical structure however toolset extensive tool enable consideration conduction convection radiation boundary condition advance capability provide come approximate conduction within non isotropic material structure material transition structure time vary temperature dependent material property numerous tool available facilitate construction modular thermal integration large,"['thermal', 'analysis', 'toolbox', 'tsat', 'base', 'tool', 'analysis', 'dynamic', 'thermal', 'involve', 'heat', 'transfer', 'best', 'suit', 'heat', 'transfer', 'involve', 'solid', 'planar', 'cylindrical', 'structure', 'however', 'toolset', 'extensive', 'tool', 'enable', 'consideration', 'conduction', 'convection', 'radiation', 'boundary', 'condition', 'advance', 'capability', 'provide', 'come', 'approximate', 'conduction', 'within', 'non', 'isotropic', 'material', 'structure', 'material', 'transition', 'structure', 'time', 'vary', 'temperature', 'dependent', 'material', 'property', 'numerous', 'tool', 'available', 'facilitate', 'construction', 'modular', 'thermal', 'integration', 'large']",2
146,138398356,✨ A MATLAB implementation (Simulink Model) of a Full Wave Bridge Rectifier,11,0,1,0,17,implementation full wave bridge rectifier,"['implementation', 'full', 'wave', 'bridge', 'rectifier']",2
147,139331917,Active noise control headsets simulated in Simulink,48,6,2,0,45,active noise control headset,"['active', 'noise', 'control', 'headset']",2
148,140412299,A MATLAB class for transforming Simulink requirements into STL specifications. ,13,0,1,0,12,class transforming requirement stl specification,"['class', 'transforming', 'requirement', 'stl', 'specification']",2
149,140520307,This is a simulink based Quad-copter simulation. Play around!,829,38,4,4,993,base quad copter play around,"['base', 'quad', 'copter', 'play', 'around']",2
150,142429039,In this repository we will include all the files required to run supply chain simulations implemented in SIMULINK,109,11,4,0,121,repository include file require run supply chain implement,"['repository', 'include', 'file', 'require', 'run', 'supply', 'chain', 'implement']",2
151,142487610,A MySQL extension for Simulink.,58,2,2,0,52,mysql extension,"['mysql', 'extension']",2
152,143530121,Designed a fuzzy controller on Simulink to track the input signal in real time and selected the optimal parameters.,27,0,1,0,33,design fuzzy controller track input signal real time select optimal parameter,"['design', 'fuzzy', 'controller', 'track', 'input', 'signal', 'real', 'time', 'select', 'optimal', 'parameter']",2
153,148820632,"MATLAB codes and Simulink models for the Electric Drive Power Electronics Design, Simulation, and Analysis.",51,0,1,0,50,code electric drive power electronics design analysis,"['code', 'electric', 'drive', 'power', 'electronics', 'design', 'analysis']",2
154,149444316,Proyectos con fines diversos programados con Matlab y herramientas propias del mismo como por ejemplo Simulink.,73,4,2,0,75,proyectos con fine diversos programados con herramientas propias del mismo como por ejemplo,"['proyectos', 'con', 'fine', 'diversos', 'programados', 'con', 'herramientas', 'propias', 'del', 'mismo', 'como', 'por', 'ejemplo']",2
155,149536968,Simulink model of the longitudinal control of a Tesla Model S.,33,0,1,0,36,longitudinal control tesla,"['longitudinal', 'control', 'tesla']",2
156,150076757,Project to estimate dynamic parameters and control a RRR robot in Matlab/Simulink,836,75,3,48,926,project estimate dynamic parameter control robot,"['project', 'estimate', 'dynamic', 'parameter', 'control', 'robot']",2
157,152077868,Projekt Sensorsysteme: Embedded Linux mit Pyhton und Simulink für ein Robotikprojekt,207,0,1,0,191,projekt sensorsysteme embed linux mit pyhton und für ein robotikprojekt,"['projekt', 'sensorsysteme', 'embed', 'linux', 'mit', 'pyhton', 'und', 'für', 'ein', 'robotikprojekt']",2
158,152321876,"Modulación y demodulación de sañales AM, usando MatLab y SimuLink.",40,0,1,0,42,modulación demodulación sañales usando,"['modulación', 'demodulación', 'sañales', 'usando']",2
159,154291277,Project for STM32+CubeMx+Matlab/Simulink,50,6,2,0,40,project stm cubemx,"['project', 'stm', 'cubemx']",2
160,155327882,Learn the basics of Unmanned Vehicles using MATLAB and Simulink,365,16,5,0,397,learn basic unmanned vehicle,"['learn', 'basic', 'unmanned', 'vehicle']",2
161,156647158,IVR Optimisation and Design using MATLAB and Simulink,80,4,3,0,90,ivr optimisation design,"['ivr', 'optimisation', 'design']",2
162,157883767,MMC hybrid Control MATLAB SIMULINK (Paper Version),1169,49,4,0,1417,mmc hybrid control paper version,"['mmc', 'hybrid', 'control', 'paper', 'version']",2
163,159205303,"This repository contains the firmware, PID Tunning on Simulink and ROS Navigation package for a Self-Balancing Robot.",482,30,6,0,479,repository contains firmware pid tunning ros navigation package self balance robot,"['repository', 'contains', 'firmware', 'pid', 'tunning', 'ros', 'navigation', 'package', 'self', 'balance', 'robot']",2
164,159219107,Linear Control Models in Simulink,54,2,2,0,59,linear control,"['linear', 'control']",2
165,159547572,Tools for generating CFS ECI-compatible code from Simulink models,175,10,2,15,165,tool generate eci compatible code,"['tool', 'generate', 'eci', 'compatible', 'code']",2
166,159676236,Modelate and control of Syncro Drive robot in Matlab/Simulink.,270,10,2,0,264,modelate control syncro drive robot,"['modelate', 'control', 'syncro', 'drive', 'robot']",2
167,159694823,C Code Integration in MATLAB and Simulink to Control an External Interface.,1400,246,4,131,891,code integration control external interface,"['code', 'integration', 'control', 'external', 'interface']",2
168,159919510,Pressure-Volume Loop Modeling and Control using Simulink,224,3,2,0,225,pressure volume loop control,"['pressure', 'volume', 'loop', 'control']",2
169,160469223,MATLAB/Simulink sample code suite for Autoware.,1188,110,11,0,1262,sample code suite autoware,"['sample', 'code', 'suite', 'autoware']",2
170,160587590,"This repository contains a Matlab/Simulink model for Grappler, a mechanism for gripping net-like structures to low gravity bodies. ",211,18,3,0,247,repository contain grappler mechanism grip net like structure low gravity body,"['repository', 'contain', 'grappler', 'mechanism', 'grip', 'net', 'like', 'structure', 'low', 'gravity', 'body']",2
