,id,repo_name,owner_name,is_private,project_url,Description,is_forked,api_url,created_at,updated_at,pushed_at,homepage_url,size_in_kb,stargazers_count,watchers_count,language,forks_count,open_issues_count,master_branch,default_branch,Topics,license,model_files,num_model_file,version_sha,updated-created,desc_word_count,numeric_cluster
153,138221115,TSAT,nasa,0,https://github.com/nasa/TSAT,"The Thermal Systems Analysis Toolbox (TSAT) is a MATLAB/Simulink based tool for modeling and analysis of dynamic thermal systems involving heat transfer. It is best suited for 1-D and 2-D heat transfer involving solid planar and cylindrical structures, however, the toolset is more extensive than this. The tools enable consideration of conduction, convection, and radiation boundary conditions. Some advanced capabilities are provided when it comes to approximating conduction within non-isotropic materials, structures with material transitions, and structures with time-varying temperature dependent material properties. Numerous tools are available to facilitate the construction of modular models of thermal systems and their integration with larger system models.",0,https://api.github.com/repos/nasa/TSAT,2018-06-21 20:58:47.000000,2019-11-06 10:28:48.000000,2018-08-02 20:05:07.000000,,,10,10,HTML,8,0,,master,,Other,"TSAT-master/Trunk/TSAT_Library/lib_Radiation_HeatXCoeffRefPlanar.slx,TSAT-master/Trunk/TSAT_Library/lib_Radiation_HeatXCoeffRefConcCyl.slx,TSAT-master/Trunk/TSAT_Library/lib_Radiation_HeatXCoeffNonRefSink.slx,TSAT-master/Trunk/TSAT_Library/lib_GenTools_WeightedAveraging.slx,TSAT-master/Trunk/TSAT_Library/lib_GenTools_SubMatrix.slx,TSAT-master/Trunk/TSAT_Library/lib_GenTools_PolynomialFit.slx,TSAT-master/Trunk/TSAT_Library/lib_GenTools_MinMax.slx,TSAT-master/Trunk/TSAT_Library/lib_GenTools_LogisticFun.slx,TSAT-master/Trunk/TSAT_Library/lib_GenTools_Averaging.slx,TSAT-master/Trunk/TSAT_Library/lib_GenTools_3DlinearInterp.slx,TSAT-master/Trunk/TSAT_Library/lib_GenTools_2DlinearInterp.slx,TSAT-master/Trunk/TSAT_Library/lib_GenTools_1DlinearInterp.slx,TSAT-master/Trunk/TSAT_Library/lib_GenHeatX_LumpedMassHeatX.slx,TSAT-master/Trunk/TSAT_Library/lib_Deformation_ThermExp1DElastic.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_TurbIncompFlatPlateBL.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_TurbFlatPlatePowLawTempVary.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_TurbFlatPlate.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_TurbAxiSymAmbrok.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_TubeBankZukauskas.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_ThinPlateCrossFlowHilpert.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_Sutherland.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_SquareRodCrossFlowHilpert.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_SphereCrossFlowWhitaker.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_SimpNatConvHeatXII.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_SimpNatConvHeatX.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_SimpConvHeatX.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_SiederTate.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_NonDimParms.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_MixedIncompFlatPlateBL.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_MixedConv.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_MixedBLFlatPlate.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_LamIntFlwVarShapes.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_LamIncompFlatPlateBL.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_LamFlatPlate_ChurchillOzoe.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_LamFlatPlate.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_LamCoiledTube.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_LamCircTurbAnnulus.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_ImpingingJet.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_HydraulicDiameter.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_HexagonRodCrossFlowHilpert.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_HeatCapIdealGas.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_Gnielinski.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_FluidEnergyBalance.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_FilmCoolTref.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_FalknerSkanTempVary.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_FalknerSkan.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_FCVertRectCavity.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_FCVertPlateLamConvAnalytical.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_FCVertIncPlateCyl.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_FCTiltedRectCavity.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_FCSphere.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_FCHorizRectCavity.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_FCHorizPlate.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_FCHorizCyl.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_FCConcSpheres.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_FCConcCyls.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_DittusBoelter.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_CylCrossFlowZukauskas.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_CylCrossFlowHilpert.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_ColebrookCorr.slx,TSAT-master/Trunk/TSAT_Library/lib_Convection_ChurchillBernstein.slx,TSAT-master/Trunk/TSAT_Library/lib_Conduction_InterfaceTemp.slx,TSAT-master/Trunk/TSAT_Library/lib_Conduction_HeatX1DVarPropsAndGenBCs_IterSubsysCapable.slx,TSAT-master/Trunk/TSAT_Library/lib_Conduction_HeatX1DVarPropsAndGenBCs.slx,TSAT-master/Trunk/TSAT_Library/lib_Conduction_2DCondFullyImplicit_IterSubsysCapable.slx,TSAT-master/Trunk/TSAT_Library/lib_Conduction_2DCondFullyImplicit.slx,TSAT-master/Trunk/TSAT_Library/lib_Conduction_2DCondADI_IterSubsysCapable.slx,TSAT-master/Trunk/TSAT_Library/lib_Conduction_2DCondADI.slx,TSAT-master/Trunk/TSAT_Library/lib_AirProps_Viscosity.slx,TSAT-master/Trunk/TSAT_Library/lib_AirProps_ThermCond.slx,TSAT-master/Trunk/TSAT_Library/lib_AirProps_SpecificHeatConstVol.slx,TSAT-master/Trunk/TSAT_Library/lib_AirProps_HeatCapacity.slx,TSAT-master/Trunk/TSAT_Library/TSAT_Radiation.slx,TSAT-master/Trunk/TSAT_Library/TSAT_Lib.slx,TSAT-master/Trunk/TSAT_Library/TSAT_GenTools.slx,TSAT-master/Trunk/TSAT_Library/TSAT_GenHeatX.slx,TSAT-master/Trunk/TSAT_Library/TSAT_Deformation.slx,TSAT-master/Trunk/TSAT_Library/TSAT_Convection.slx,TSAT-master/Trunk/TSAT_Library/TSAT_Conduction.slx,TSAT-master/Trunk/TSAT_Library/TSAT_AirProps.slx,TSAT-master/Trunk/TSAT_Examples/Turbulent Boundary Layer Heat Transfer/TurbBLHeatXEx.slx,TSAT-master/Trunk/TSAT_Examples/Radiation Between Plates (1D)/RadBtwPlatesEx.slx,TSAT-master/Trunk/TSAT_Examples/Polynomial Fitting/PolyfitEx.slx,TSAT-master/Trunk/TSAT_Examples/Pipe Heat Transfer (1D)/PipeHeatX.slx,TSAT-master/Trunk/TSAT_Examples/Non-Isotropic Structures/NonIsotropicEx.slx,TSAT-master/Trunk/TSAT_Examples/Modular Stucture Modeling/ModularStruct.slx,TSAT-master/Trunk/TSAT_Examples/Matrix Tools/MatrixToolsEx.slx,TSAT-master/Trunk/TSAT_Examples/Material Transitions/MatTransEx.slx,TSAT-master/Trunk/TSAT_Examples/Lumped Mass Heat Transfer/LumpMassHeatXEx.slx,TSAT-master/Trunk/TSAT_Examples/Laminar Boundary Layer Heat Transfer/LamBLHeatXEx.slx,TSAT-master/Trunk/TSAT_Examples/Iterative Subsystem/IterSubsysEx.slx,TSAT-master/Trunk/TSAT_Examples/Interpolation/interpolationEx.slx,TSAT-master/Trunk/TSAT_Examples/Fluid Energy Balance/FluidEnergyBalEx.slx,TSAT-master/Trunk/TSAT_Examples/Dynamic Material Properties/DynMatProps.slx,TSAT-master/Trunk/TSAT_Examples/Averaging/AveragingEx.slx,TSAT-master/Trunk/TSAT_Examples/Air Properties/AirPropsEx.slx,TSAT-master/Trunk/TSAT_Examples/2D Heat Transfer Test/HeatXTest2D.slx,TSAT-master/Trunk/TSAT_Examples/2D Heat Transfer - Shape Options/HeatX2DShapeOpts.slx,TSAT-master/Trunk/TSAT_Examples/2D Heat Transfer - Rectangular Object/HeatX2DRect_Implicit.slx,TSAT-master/Trunk/TSAT_Examples/2D Heat Transfer - Rectangular Object/HeatX2DRect_ADI.slx,",100,7307127c1f31332dcb4192a8c378bf3f585aeb9b,503,104,0
154,138398356,Full-Wave-Bridge-Rectifier,OSSpk,0,https://github.com/OSSpk/Full-Wave-Bridge-Rectifier,✨ A MATLAB implementation (Simulink Model) of a Full Wave Bridge Rectifier,0,https://api.github.com/repos/OSSpk/Full-Wave-Bridge-Rectifier,2018-06-23 12:10:51.000000,2019-10-26 13:05:03.000000,2019-10-09 09:31:22.000000,,,1,1,,0,1,,master,"matlab-gui,full-wave-bridge-rectifier,full-wave-bridge-rectifier-matlab,full-wave-rectifier,ac-to-dc,current-change,signal-trimming,signals-clipping,electronics,basic-electronics,wave-bridge-rectifier,matlab,simulink,diode,waveform,conversion",MIT License,"Full-Wave-Bridge-Rectifier-master/FWBridgeRectifier.slx,",1,a493eb29e273dad19637393f0af7e7339bf73321,490,12,0
155,139331917,ANC-active_noise_control_headsets,rxqy,0,https://github.com/rxqy/ANC-active_noise_control_headsets,Active noise control headsets simulated in Simulink,0,https://api.github.com/repos/rxqy/ANC-active_noise_control_headsets,2018-07-01 13:35:41.000000,2019-08-08 13:27:42.000000,2018-07-01 14:00:31.000000,,,3,3,Matlab,0,0,,master,,MIT License,"ANC-active_noise_control_headsets-master/feedback.slx,",1,a923b32ac1e6fc5e06097c1d291abf139d1496e5,403,7,0
156,140412299,specTransformer,JohanEddeland,0,https://github.com/JohanEddeland/specTransformer,A MATLAB class for transforming Simulink requirements into STL specifications. ,0,https://api.github.com/repos/JohanEddeland/specTransformer,2018-07-10 09:55:06.000000,2020-01-22 11:21:39.000000,2020-01-22 11:19:36.000000,,,0,0,MATLAB,0,0,,master,,MIT License,"specTransformer-master/example1.slx,",1,c484c76d3eedc325a413a83062729261cd04c6b2,561,10,0
157,140520307,Quad-Simulink-Simulation,NishanthARao,0,https://github.com/NishanthARao/Quad-Simulink-Simulation,This is a simulink based Quad-copter simulation. Play around!,0,https://api.github.com/repos/NishanthARao/Quad-Simulink-Simulation,2018-07-11 04:12:17.000000,2019-03-21 15:42:28.000000,2019-02-28 17:04:17.000000,,,1,1,MATLAB,0,0,,master,,MIT License,"Quad-Simulink-Simulation-master/realtime_pacer_lib.slx,Quad-Simulink-Simulation-master/realtime_pacer_example.mdl,Quad-Simulink-Simulation-master/TS_example.mdl,Quad-Simulink-Simulation-master/Quad_sim.slx,Quad-Simulink-Simulation-master/Quad_Joystick.slx,",5,324a6dc82f19c75615dc6e4dfb8cffeddb39cde5,253,9,0
158,142429039,intercol-toolbox-simulink,jrtrapero,0,https://github.com/jrtrapero/intercol-toolbox-simulink,In this repository we will include all the files required to run supply chain simulations implemented in SIMULINK,0,https://api.github.com/repos/jrtrapero/intercol-toolbox-simulink,2018-07-26 11:00:24.000000,2018-10-24 13:38:31.000000,2018-07-26 12:11:29.000000,,,0,0,Matlab,0,0,,master,,GNU General Public License v3.0,"intercol-toolbox-simulink-master/exintercol.slx,intercol-toolbox-simulink-master/SCMS.slx,",2,344f6b8633cde0b861cdbe2ffc70ff809309e3a0,90,18,0
159,142487610,SimDatabase,g0mb4,0,https://github.com/g0mb4/SimDatabase,A MySQL extension for Simulink.,0,https://api.github.com/repos/g0mb4/SimDatabase,2018-07-26 19:53:53.000000,2019-02-02 00:38:55.000000,2019-02-02 00:38:54.000000,,,0,0,C,0,0,,master,"simulink,external-library,s-function,cmex,mysql,json,webapi",Apache License 2.0,"SimDatabase-master/sfun/webjson/simwebjson_test.slx,SimDatabase-master/sfun/sql/simsql_test.slx,SimDatabase-master/extlib/test_matlabfcn_online.slx,SimDatabase-master/extlib/test_matlabfcn_offline.slx,",4,fca2066571ed3d1edb87eb55ee8b141c6d8c5422,191,5,0
160,143530121,Signal-tracking-using-Fuzzy-control-on-SIMULINK,JierunCHEN,0,https://github.com/JierunCHEN/Signal-tracking-using-Fuzzy-control-on-SIMULINK,Designed a fuzzy controller on Simulink to track the input signal in real time and selected the optimal parameters.,0,https://api.github.com/repos/JierunCHEN/Signal-tracking-using-Fuzzy-control-on-SIMULINK,2018-08-04 13:13:38.000000,2018-08-04 13:28:20.000000,2018-08-04 13:28:19.000000,,,0,0,,0,0,,master,,Apache License 2.0,"Signal-tracking-using-Fuzzy-control-on-SIMULINK-master/fuzzy_pid.slx,Signal-tracking-using-Fuzzy-control-on-SIMULINK-master/e_ec_u.slx,",2,5a60c02d508f8a6548ceb7d55ccd3dc1eeaf328c,0,19,0
161,148820632,Power-Electronics,amit-mathukiya,0,https://github.com/amit-mathukiya/Power-Electronics,"MATLAB codes and Simulink models for the Electric Drive Power Electronics Design, Simulation, and Analysis.",0,https://api.github.com/repos/amit-mathukiya/Power-Electronics,2018-09-14 17:23:31.000000,2018-09-15 15:43:45.000000,2018-09-15 15:43:43.000000,,,0,0,,0,0,,master,,GNU General Public License v3.0,"Power-Electronics-master/Simulink Model/Buck_Closed_Loop.slx,Power-Electronics-master/Simulink Model/Boost_Closed_Loop.slx,",2,990458eea3b534a7bbb6666a4cef4cc86d0bd1d7,1,15,0
162,149444316,Proyectos-MatLab,IntyKillaRaymi,0,https://github.com/IntyKillaRaymi/Proyectos-MatLab,Proyectos con fines diversos programados con Matlab y herramientas propias del mismo como por ejemplo Simulink.,0,https://api.github.com/repos/IntyKillaRaymi/Proyectos-MatLab,2018-09-19 12:04:06.000000,2019-09-22 00:37:48.000000,2019-06-27 21:30:11.000000,,,2,2,MATLAB,0,0,,master,,MIT License,"Proyectos-MatLab-master/Estacion_San_Mateo.slx,",1,d2a40217dfe1e94184bfe1cf182f5a19e4667bb4,368,16,0
163,149536968,model-s,daiogo,0,https://github.com/daiogo/model-s,Simulink model of the longitudinal control of a Tesla Model S.,0,https://api.github.com/repos/daiogo/model-s,2018-09-20 02:02:41.000000,2019-09-05 19:32:02.000000,2018-09-20 02:07:25.000000,,,0,0,,1,0,,master,,MIT License,"model-s-master/openLoopModel.slx,model-s-master/closedLoopModel.slx,",2,5931ad8df818d43b97bcd237a9403c7aa3c0cd8e,350,11,0
164,150076757,Robot_RRR_CyPR,mgrova,0,https://github.com/mgrova/Robot_RRR_CyPR,Project to estimate dynamic parameters and control a RRR robot in Matlab/Simulink,0,https://api.github.com/repos/mgrova/Robot_RRR_CyPR,2018-09-24 08:57:45.000000,2019-07-03 09:23:14.000000,2019-07-03 09:23:08.000000,,,0,0,MATLAB,0,0,,master,,MIT License,"Robot_RRR_CyPR-master/robotics_toolbox/simulink/vloop_test2.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/vloop_test.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/vloop.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_ztorque.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_rrmc2.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_rrmc.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_quadcopter_vs.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_quadcopter.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_pursuit.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_lanechange.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_jspace.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_flex.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_fforward.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_drivepose.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_drivepoint.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_driveline.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_ctorque2.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_ctorque.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/sl_braitenberg.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/roblocks.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/ploop_test.mdl,Robot_RRR_CyPR-master/robotics_toolbox/simulink/control.mdl,Robot_RRR_CyPR-master/Dinamica/Estimacion_Parametros/sl_RobotReal_RRR.slx,Robot_RRR_CyPR-master/Dinamica/Estimacion_Parametros/sl_RobotModelo_RRR.slx,Robot_RRR_CyPR-master/Dinamica/ControlDinamico/sl_ControlRobotReal_RRR.slx,Robot_RRR_CyPR-master/Dinamica/ControlDinamico/sl_ControlRobotModelo_RRR.slx,Robot_RRR_CyPR-master/Cinematica/ControlCinematico/sl_GDT_RRR.slx,Robot_RRR_CyPR-master/Cinematica/ControlCinematico/sl_GDT_C_RRR.slx,",28,56c5408a219e0811b98f75333b41d8aa1560674e,282,12,0
165,152077868,ProjSensSys,StefanMack,0,https://github.com/StefanMack/ProjSensSys,Projekt Sensorsysteme: Embedded Linux mit Pyhton und Simulink für ein Robotikprojekt,0,https://api.github.com/repos/StefanMack/ProjSensSys,2018-10-08 12:40:57.000000,2019-11-25 17:04:34.000000,2019-11-25 17:04:32.000000,,,0,0,C,0,0,,master,,GNU General Public License v3.0,"ProjSensSys-master/SFuncBuildBlocks/BB_VL53L1X_ghFilter.slx,ProjSensSys-master/SFuncBuildBlocks/BB_VL53L1X_SFctnB_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_VL53L0X_SFctnB_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_TCS34725_SFctnB_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_Simple_SFctnB_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_SFR02_ghFilter.slx,ProjSensSys-master/SFuncBuildBlocks/BB_SFR02_SFctnB_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_PWM_Servo_SFctnB_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_MPU6050_SFctnB_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_I2C_Write_SFctnB_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_I2C_Read_SFctnB_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_HMC5883L_SFctnB_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_HMC5883L_ADNS3080_ADC_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_GPIO_Write_SFctnB_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_GPIO_Read_SFctnB_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_Advanced_SFctnB_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_APDS9960Ge_SFctnB_Test.slx,ProjSensSys-master/SFuncBuildBlocks/BB_ADNS3080_SFctnB_Test.slx,ProjSensSys-master/BeispModelle/BB_ThingSpTCS34725.slx,ProjSensSys-master/BeispModelle/BB_SampleTime_DigOut.slx,ProjSensSys-master/BeispModelle/BB_SFR02_tof_output_kalman_test_02Samp_V2017a.slx,ProjSensSys-master/BeispModelle/BB_SFR02_tof_output_kalman_test_01Samp_V2017a.slx,ProjSensSys-master/BeispModelle/BB_SFR02_SampleTime.slx,ProjSensSys-master/BeispModelle/BB_LED.slx,ProjSensSys-master/BeispModelle/BB_Blink.slx,ProjSensSys-master/BeispModelle/BB_ADC.slx,",26,2a92465615882f6da05681b13c182665a563288e,413,11,0
166,152321876,senales-am,stalinscj,0,https://github.com/stalinscj/senales-am,"Modulación y demodulación de sañales AM, usando MatLab y SimuLink.",0,https://api.github.com/repos/stalinscj/senales-am,2018-10-09 21:10:23.000000,2019-08-27 19:52:36.000000,2018-10-11 01:25:58.000000,,,1,1,Matlab,0,0,,master,"matlab,simulink,modulation,demodulation",GNU General Public License v3.0,"senales-am-master/Src/pruebaSimulink.mdl,senales-am-master/Src/TonosSumadosRuido.mdl,senales-am-master/Src/TonosSumados.mdl,",3,94ed775debc54a87918ef596fc5dc63098cba58c,322,10,0
167,154291277,MATLAB_STM32,Astap21,0,https://github.com/Astap21/MATLAB_STM32,Project for STM32+CubeMx+Matlab/Simulink,0,https://api.github.com/repos/Astap21/MATLAB_STM32,2018-10-23 08:28:18.000000,2018-10-23 08:28:32.000000,2018-10-23 08:28:29.000000,,,0,0,C,0,0,,master,,GNU General Public License v3.0,"MATLAB_STM32-master/Stm32f103_MatlabProject/LED_13/LED_13.slx,MATLAB_STM32-master/Source/traffic_light/traffic_light_stm32.slx,MATLAB_STM32-master/Source/traffic_light/traffic_light_simulation.slx,",3,996640113a843a872126acc91bdccf707da8fda4,0,3,0
168,155327882,Inrto_Unmanned_Vehicles,iAmDocBoom,0,https://github.com/iAmDocBoom/Inrto_Unmanned_Vehicles,Learn the basics of Unmanned Vehicles using MATLAB and Simulink,0,https://api.github.com/repos/iAmDocBoom/Inrto_Unmanned_Vehicles,2018-10-30 05:11:26.000000,2019-03-16 08:08:28.000000,2018-10-30 05:18:02.000000,,,0,0,Matlab,0,0,,master,,MIT License,"Inrto_Unmanned_Vehicles-master/Homework 3/persistentExamples/persistentExample_doubleDelays.slx,Inrto_Unmanned_Vehicles-master/Homework 3/persistentExamples/persistentExample.slx,Inrto_Unmanned_Vehicles-master/Homework 3/hwGNC_1001569883.slx,Inrto_Unmanned_Vehicles-master/Homework 2/Assignment 2 (Waypoint Navigation)/Homework2.slx,Inrto_Unmanned_Vehicles-master/Homework 1/Problem 3/untitled1.slx,Inrto_Unmanned_Vehicles-master/Homework 1/Problem 3/test.slx,Inrto_Unmanned_Vehicles-master/Homework 1/Problem 3/OdeSetSol1.slx,Inrto_Unmanned_Vehicles-master/Homework 1/Problem 3/OdeSetSol.slx,Inrto_Unmanned_Vehicles-master/Homework 1/Problem 1/sol4.slx,Inrto_Unmanned_Vehicles-master/Homework 1/Problem 1/sol3.slx,Inrto_Unmanned_Vehicles-master/Homework 1/Problem 1/sol2.slx,Inrto_Unmanned_Vehicles-master/Homework 1/Problem 1/sol1.slx,",12,3f9c1988fc67c59a49ea35fd2505ec92f6715955,137,10,0
169,156647158,IVR-Gen,GT-CHIPS,0,https://github.com/GT-CHIPS/IVR-Gen,IVR Optimisation and Design using MATLAB and Simulink,0,https://api.github.com/repos/GT-CHIPS/IVR-Gen,2018-11-08 03:51:05.000000,2019-04-26 01:19:44.000000,2019-04-26 01:19:43.000000,,,1,1,MATLAB,0,0,,master,,MIT License,"IVR-Gen-master/IVR.slx,",1,8751f9880ef7f18f4da5c7b8341de05b1c1dc83f,169,8,0
170,157883767,matSSTMMC,mnansary,0,https://github.com/mnansary/matSSTMMC,MMC hybrid Control MATLAB SIMULINK (Paper Version),0,https://api.github.com/repos/mnansary/matSSTMMC,2018-11-16 15:10:17.000000,2019-09-09 23:08:16.000000,2019-05-01 19:32:22.000000,,,0,0,MATLAB,0,0,,master,,MIT License,"matSSTMMC-master/SST_MMC.slx,",1,26b2b1dd7ec72cfffba081ab6a061ad9c17050ce,297,7,0
171,159205303,self_balancing_robot,fredvaz,0,https://github.com/fredvaz/self_balancing_robot,"This repository contains the firmware, PID Tunning on Simulink and ROS Navigation package for a Self-Balancing Robot.",0,https://api.github.com/repos/fredvaz/self_balancing_robot,2018-11-26 17:09:55.000000,2019-04-30 04:40:41.000000,2019-02-05 11:16:12.000000,,,2,2,MATLAB,0,0,,master,,GNU General Public License v3.0,"self_balancing_robot-master/simulink/simulations/Stepper_Motor.slx,self_balancing_robot-master/simulink/simulations/PID_Simulation_System_Paper.slx,self_balancing_robot-master/simulink/simulations/PID_Simulation_System_Discrete_AutoTune.slx,self_balancing_robot-master/simulink/simulations/PID_Simulation_System_Continuous_AutoTune.slx,self_balancing_robot-master/simulink/simulations/PID_Simulation_System_B.slx,self_balancing_robot-master/simulink/simulations/PID_Simulation_System_A.slx,self_balancing_robot-master/simulink/simulations/PID_Simulation_System.slx,self_balancing_robot-master/simulink/simulations/PID_Paper.slx,self_balancing_robot-master/simulink/scripts/Test.slx,self_balancing_robot-master/simulink/scripts/Simulink_Serial_Example.slx,self_balancing_robot-master/simulink/real_time/PID_Real_Time_System.slx,",11,775c805f7cdb1bb7f2e035fae1e9e82865217dc2,155,17,0
172,159219107,LinearControlModels,PeyamMaroufi,0,https://github.com/PeyamMaroufi/LinearControlModels,Linear Control Models in Simulink,0,https://api.github.com/repos/PeyamMaroufi/LinearControlModels,2018-11-26 19:07:39.000000,2019-10-11 20:26:31.000000,2019-10-11 20:26:29.000000,,,0,0,MATLAB,0,0,,master,,Mozilla Public License 2.0,"LinearControlModels-master/Suspension_Simulink/suspension.slx,LinearControlModels-master/Observer_Simulink/observer.slx,LinearControlModels-master/Discerete Diff Equation/model.slx,",3,1e424fd05f8bfb36b467c708e82bca88bee34362,319,5,0
173,159547572,SIL,nasa,0,https://github.com/nasa/SIL,Tools for generating CFS ECI-compatible code from Simulink models,0,https://api.github.com/repos/nasa/SIL,2018-11-28 18:35:59.000000,2020-01-03 16:04:11.000000,2019-12-18 21:51:33.000000,,,6,6,MATLAB,8,7,,master,,Other,"SIL-master/tests/unit/mTestReusable.slx,SIL-master/tests/unit/TlmMessageSingle.slx,SIL-master/tests/unit/TimeAtTop.slx,SIL-master/tests/unit/SimpleTunableParmReusable.slx,SIL-master/tests/unit/ParmTblWValidation.slx,SIL-master/tests/unit/MultiRateCont.slx,SIL-master/tests/unit/MessageNotRootIONeg.slx,SIL-master/tests/unit/FlagAtTop.slx,SIL-master/tests/unit/EventMdlRef.slx,SIL-master/tests/unit/EventBot.slx,SIL-master/tests/unit/EventAtTop.slx,SIL-master/tests/unit/ConditionalAtTop.slx,SIL-master/tests/unit/CmdTlmMessageMultiple.slx,SIL-master/tests/unit/CmdMessageSingle.slx,SIL-master/tests/eci_compatibility/model/SILTest.slx,SIL-master/src/cfs_library.slx,",16,ae622a5033bd721107e721babaf58981f10ab482,401,9,0
